catalog_number	name	basin	timestamp	lat_y	lon_x	max_wind_kts	min_cp_mb	sequence	fspeed_kts	is_landfall_point	rmax_nmi	gwaf
	MATTHEW		2016-10-07-23-00	30.644444444444446	-80.67777777777778	105.0	947.0	227	10.59976735517347	0	15	0.9
	MATTHEW		2016-10-08-00-00	30.8	-80.7	100.0		228	9.410685197963833	0	15	0.9
	MATTHEW		2016-10-08-01-00	30.941666666666666	-80.63333333333334	100.0		229	9.410685197963833	0	15	0.9
	MATTHEW		2016-10-08-02-00	31.083333333333332	-80.56666666666668	100.0		230	9.410685197963833	0	15	0.9
	MATTHEW		2016-10-08-03-00	31.224999999999998	-80.50000000000001	100.0		231	9.410685197963833	0	15	0.9
	MATTHEW		2016-10-08-04-00	31.366666666666664	-80.43333333333335	100.0		232	9.410685197963833	0	15	0.9
	MATTHEW		2016-10-08-05-00	31.50833333333333	-80.36666666666669	100.0		233	9.410685197963833	0	15	0.9
	MATTHEW		2016-10-08-06-00	31.649999999999995	-80.30000000000003	100.0		234	9.410685197963833	0	15	0.9
	MATTHEW		2016-10-08-07-00	31.791666666666664	-80.23333333333335	100.0		235	9.410685197963833	0	15	0.9
	MATTHEW		2016-10-08-08-00	31.93333333333333	-80.16666666666669	100.0		236	9.410685197963833	0	15	0.9
	MATTHEW		2016-10-08-09-00	32.074999999999996	-80.10000000000002	100.0		237	9.410685197963833	0	15	0.9
	MATTHEW		2016-10-08-10-00	32.21666666666666	-80.03333333333335	100.0		238	9.410685197963833	0	15	0.9
	MATTHEW		2016-10-08-11-00	32.358333333333334	-79.96666666666667	100.0		239	9.410685197963833	0	15	0.9
	MATTHEW		2016-10-08-12-00	32.5	-79.9	85.0		240	9.162742327648713	0	15	0.9
	MATTHEW		2016-10-08-13-00	32.583333333333336	-79.75	85.0		241	9.162742327648713	0	15	0.9
	MATTHEW		2016-10-08-14-00	32.66666666666667	-79.6	85.0		242	9.162742327648713	0	15	0.9
	MATTHEW		2016-10-08-15-00	32.75000000000001	-79.44999999999999	85.0		243	9.162742327648713	0	15	0.9
	MATTHEW		2016-10-08-16-00	32.83333333333334	-79.29999999999998	85.0		244	9.162742327648713	0	15	0.9
	MATTHEW		2016-10-08-17-00	32.91666666666667	-79.14999999999998	85.0		245	9.162742327648713	0	15	0.9
	MATTHEW		2016-10-08-18-00	33.00000000000001	-78.99999999999999	85.0		246	9.162742327648713	0	15	0.9
	MATTHEW		2016-10-08-19-00	33.08333333333334	-78.85	85.0		247	9.162742327648713	0	15	0.9
	MATTHEW		2016-10-08-20-00	33.16666666666667	-78.69999999999999	85.0		248	9.162742327648713	0	15	0.9
	MATTHEW		2016-10-08-21-00	33.25	-78.54999999999998	85.0		249	9.162742327648713	0	15	0.9
	MATTHEW		2016-10-08-22-00	33.333333333333336	-78.39999999999999	85.0		250	9.162742327648713	0	15	0.9
	MATTHEW		2016-10-08-23-00	33.41666666666667	-78.25	85.0		251	9.162742327648713	0	15	0.9
	MATTHEW		2016-10-09-00-00	33.5	-78.1	75.0		252	9.059735363558683	0	15	0.9
	MATTHEW		2016-10-09-01-00	33.5	-77.925	75.0		253	9.059735363558683	0	15	0.9
	MATTHEW		2016-10-09-02-00	33.5	-77.75	75.0		254	9.059735363558683	0	15	0.9
	MATTHEW		2016-10-09-03-00	33.5	-77.575	75.0		255	9.059735363558683	0	15	0.9
	MATTHEW		2016-10-09-04-00	33.5	-77.4	75.0		256	9.059735363558683	0	15	0.9
	MATTHEW		2016-10-09-05-00	33.5	-77.22500000000001	75.0		257	9.059735363558683	0	15	0.9
	MATTHEW		2016-10-09-06-00	33.5	-77.05000000000001	75.0		258	9.059735363558683	0	15	0.9
	MATTHEW		2016-10-09-07-00	33.5	-76.87500000000001	75.0		259	9.059735363558683	0	15	0.9
	MATTHEW		2016-10-09-08-00	33.5	-76.70000000000002	75.0		260	9.059735363558683	0	15	0.9
	MATTHEW		2016-10-09-09-00	33.5	-76.525	75.0		261	9.059735363558683	0	15	0.9
	MATTHEW		2016-10-09-10-00	33.5	-76.35000000000001	75.0		262	9.059735363558683	0	15	0.9
	MATTHEW		2016-10-09-11-00	33.5	-76.17500000000001	75.0		263	9.059735363558683	0	15	0.9
	MATTHEW		2016-10-09-12-00	33.5	-76.0	60.0		264	8.761558820905543	0	15	0.9
	MATTHEW		2016-10-09-13-00	33.4375	-75.91666666666667	60.0		265	8.761558820905543	0	15	0.9
	MATTHEW		2016-10-09-14-00	33.375	-75.83333333333334	60.0		266	8.761558820905543	0	15	0.9
	MATTHEW		2016-10-09-15-00	33.3125	-75.75000000000001	60.0		267	8.761558820905543	0	15	0.9
	MATTHEW		2016-10-09-16-00	33.25	-75.66666666666669	60.0		268	8.761558820905543	0	15	0.9
	MATTHEW		2016-10-09-17-00	33.1875	-75.58333333333336	60.0		269	8.761558820905543	0	15	0.9
	MATTHEW		2016-10-09-18-00	33.125	-75.50000000000003	60.0		270	8.761558820905543	0	15	0.9
	MATTHEW		2016-10-09-19-00	33.0625	-75.4166666666667	60.0		271	8.761558820905543	0	15	0.9
	MATTHEW		2016-10-09-20-00	33.0	-75.33333333333337	60.0		272	8.761558820905543	0	15	0.9
	MATTHEW		2016-10-09-21-00	32.9375	-75.25000000000003	60.0		273	8.761558820905543	0	15	0.9
	MATTHEW		2016-10-09-22-00	32.875	-75.1666666666667	60.0		274	8.761558820905543	0	15	0.9
	MATTHEW		2016-10-09-23-00	32.8125	-75.08333333333337	60.0		275	8.761558820905543	0	15	0.9
	MATTHEW		2016-10-10-00-00	32.75	-75.00000000000003	60.0		276	8.761558820905543	0	15	0.9
	MATTHEW		2016-10-10-01-00	32.6875	-74.91666666666669	60.0		277	8.761558820905543	0	15	0.9
	MATTHEW		2016-10-10-02-00	32.625	-74.83333333333336	60.0		278	8.761558820905543	0	15	0.9
	MATTHEW		2016-10-10-03-00	32.5625	-74.75000000000003	60.0		279	8.761558820905543	0	15	0.9
	MATTHEW		2016-10-10-04-00	32.5	-74.66666666666669	60.0		280	8.761558820905543	0	15	0.9
	MATTHEW		2016-10-10-05-00	32.4375	-74.58333333333334	60.0		281	8.761558820905543	0	15	0.9
	MATTHEW		2016-10-10-06-00	32.375	-74.50000000000001	60.0		282	8.761558820905543	0	15	0.9
	MATTHEW		2016-10-10-07-00	32.3125	-74.41666666666669	60.0		283	8.761558820905543	0	15	0.9
	MATTHEW		2016-10-10-08-00	32.25	-74.33333333333334	60.0		284	8.761558820905543	0	15	0.9
	MATTHEW		2016-10-10-09-00	32.1875	-74.25	60.0		285	8.761558820905543	0	15	0.9
	MATTHEW		2016-10-10-10-00	32.125	-74.16666666666667	60.0		286	8.761558820905543	0	15	0.9
	MATTHEW		2016-10-10-11-00	32.0625	-74.08333333333334	60.0		287	8.761558820905543	0	15	0.9
	MATTHEW		2016-10-10-12-00	32.0	-74.0	50.0		288	5.637927104169432	0	15	0.9
	MATTHEW		2016-10-10-13-00	31.833333333333332	-74.04166666666667	50.0		289	5.637927104169432	0	15	0.9
	MATTHEW		2016-10-10-14-00	31.666666666666664	-74.08333333333334	50.0		290	5.637927104169432	0	15	0.9
	MATTHEW		2016-10-10-15-00	31.499999999999996	-74.12500000000001	50.0		291	5.637927104169432	0	15	0.9
	MATTHEW		2016-10-10-16-00	31.33333333333333	-74.16666666666669	50.0		292	5.637927104169432	0	15	0.9
	MATTHEW		2016-10-10-17-00	31.16666666666666	-74.20833333333336	50.0		293	5.637927104169432	0	15	0.9
	MATTHEW		2016-10-10-18-00	30.999999999999993	-74.25000000000003	50.0		294	5.637927104169432	0	15	0.9
	MATTHEW		2016-10-10-19-00	30.833333333333325	-74.2916666666667	50.0		295	5.637927104169432	0	15	0.9
	MATTHEW		2016-10-10-20-00	30.666666666666657	-74.33333333333337	50.0		296	5.637927104169432	0	15	0.9
	MATTHEW		2016-10-10-21-00	30.499999999999993	-74.37500000000003	50.0		297	5.637927104169432	0	15	0.9
	MATTHEW		2016-10-10-22-00	30.333333333333325	-74.4166666666667	50.0		298	5.637927104169432	0	15	0.9
	MATTHEW		2016-10-10-23-00	30.166666666666657	-74.45833333333337	50.0		299	5.637927104169432	0	15	0.9
	MATTHEW		2016-10-11-00-00	29.999999999999993	-74.50000000000003	50.0		300	5.637927104169432	0	15	0.9
	MATTHEW		2016-10-11-01-00	29.83333333333333	-74.54166666666669	50.0		301	5.637927104169432	0	15	0.9
	MATTHEW		2016-10-11-02-00	29.66666666666666	-74.58333333333336	50.0		302	5.637927104169432	0	15	0.9
	MATTHEW		2016-10-11-03-00	29.499999999999993	-74.62500000000003	50.0		303	5.637927104169432	0	15	0.9
	MATTHEW		2016-10-11-04-00	29.33333333333333	-74.66666666666669	50.0		304	5.637927104169432	0	15	0.9
	MATTHEW		2016-10-11-05-00	29.166666666666664	-74.70833333333334	50.0		305	5.637927104169432	0	15	0.9
	MATTHEW		2016-10-11-06-00	28.999999999999996	-74.75000000000001	50.0		306	5.637927104169432	0	15	0.9
	MATTHEW		2016-10-11-07-00	28.83333333333333	-74.79166666666669	50.0		307	5.637927104169432	0	15	0.9
	MATTHEW		2016-10-11-08-00	28.666666666666664	-74.83333333333334	50.0		308	5.637927104169432	0	15	0.9
	MATTHEW		2016-10-11-09-00	28.5	-74.875	50.0		309	5.637927104169432	0	15	0.9
	MATTHEW		2016-10-11-10-00	28.333333333333332	-74.91666666666667	50.0		310	5.637927104169432	0	15	0.9
	MATTHEW		2016-10-11-11-00	28.166666666666664	-74.95833333333334	50.0		311	5.637927104169432	0	15	0.9
	MATTHEW		2016-10-11-12-00	28.0	-75.0	35.0		312	10.238406073190758	0	15	0.9
	MATTHEW		2016-10-11-13-00	27.958333333333332	-75.04166666666667	35.0		313	10.238406073190758	0	15	0.9
	MATTHEW		2016-10-11-14-00	27.916666666666664	-75.08333333333334	35.0		314	10.238406073190758	0	15	0.9
	MATTHEW		2016-10-11-15-00	27.874999999999996	-75.12500000000001	35.0		315	10.238406073190758	0	15	0.9
	MATTHEW		2016-10-11-16-00	27.83333333333333	-75.16666666666669	35.0		316	10.238406073190758	0	15	0.9
	MATTHEW		2016-10-11-17-00	27.79166666666666	-75.20833333333336	35.0		317	10.238406073190758	0	15	0.9
	MATTHEW		2016-10-11-18-00	27.749999999999993	-75.25000000000003	35.0		318	10.238406073190758	0	15	0.9
	MATTHEW		2016-10-11-19-00	27.708333333333325	-75.2916666666667	35.0		319	10.238406073190758	0	15	0.9
	MATTHEW		2016-10-11-20-00	27.666666666666657	-75.33333333333337	35.0		320	10.238406073190758	0	15	0.9
	MATTHEW		2016-10-11-21-00	27.624999999999993	-75.37500000000003	35.0		321	10.238406073190758	0	15	0.9
	MATTHEW		2016-10-11-22-00	27.583333333333325	-75.4166666666667	35.0		322	10.238406073190758	0	15	0.9
	MATTHEW		2016-10-11-23-00	27.541666666666657	-75.45833333333337	35.0		323	10.238406073190758	0	15	0.9
	MATTHEW		2016-10-12-00-00	27.499999999999993	-75.50000000000003	35.0		324	10.238406073190758	0	15	0.9
	MATTHEW		2016-10-12-01-00	27.45833333333333	-75.54166666666669	35.0		325	10.238406073190758	0	15	0.9
	MATTHEW		2016-10-12-02-00	27.41666666666666	-75.58333333333336	35.0		326	10.238406073190758	0	15	0.9
	MATTHEW		2016-10-12-03-00	27.374999999999993	-75.62500000000003	35.0		327	10.238406073190758	0	15	0.9
	MATTHEW		2016-10-12-04-00	27.33333333333333	-75.66666666666669	35.0		328	10.238406073190758	0	15	0.9
	MATTHEW		2016-10-12-05-00	27.291666666666664	-75.70833333333334	35.0		329	10.238406073190758	0	15	0.9
	MATTHEW		2016-10-12-06-00	27.249999999999996	-75.75000000000001	35.0		330	10.238406073190758	0	15	0.9
	MATTHEW		2016-10-12-07-00	27.20833333333333	-75.79166666666669	35.0		331	10.238406073190758	0	15	0.9
	MATTHEW		2016-10-12-08-00	27.166666666666664	-75.83333333333334	35.0		332	10.238406073190758	0	15	0.9
	MATTHEW		2016-10-12-09-00	27.125	-75.875	35.0		333	10.238406073190758	0	15	0.9
	MATTHEW		2016-10-12-10-00	27.083333333333332	-75.91666666666667	35.0		334	10.238406073190758	0	15	0.9
	MATTHEW		2016-10-12-11-00	27.041666666666664	-75.95833333333334	35.0		335	10.238406073190758	0	15	0.9
